Rank,FeatureClass,FeatureName,Feature,DiscriminationScore,Corona1_ComparisonScore,Corona2_ComparisonScore,Corona3_ComparisonScore,Corona4_ComparisonScore,MeanComparisonScore,ComparisonTrend,MonotonicIncreaseRatio,MeanAbsCohensD,MeanFisherScore,MeanWassersteinDistance,MeanBhattacharyyaDistance,MeanKSStatistic,MeanHistogramOverlapCoefficient
79,glrlm,GrayLevelNonUniformity,glrlm.GrayLevelNonUniformity,0.29686447811447814,0.25968013468013473,0.15025252525252528,0.21717171717171715,0.4031986531986533,0.2575757575757576,0.14351851851851855,0.6666666666666666,0.22203799752219003,0.033885252617132176,0.01957510224038317,0.031002356108898718,0.07722641585983478,0.9197853360217523
80,gldm,GrayLevelNonUniformity,gldm.GrayLevelNonUniformity,0.29630681818181814,0.27230639730639733,0.1266835016835017,0.20159932659932658,0.40151515151515155,0.2505260942760943,0.12920875420875422,0.6666666666666666,0.22973112640636,0.03725045659566631,0.02361860739250577,0.03102959797834642,0.07052445221166859,0.9241881005309474
81,gldm,DependenceNonUniformityNormalized,gldm.DependenceNonUniformityNormalized,0.29531776094276097,0.29124579124579125,0.1494107744107744,0.19760101010101008,0.3773148148148149,0.25389309764309764,0.08606902356902363,0.6666666666666666,0.22955109750988462,0.038267057243778754,0.02305687797503355,0.02756011969508055,0.05769090300870215,0.9391445400292725
82,glszm,SizeZoneNonUniformityNormalized,glszm.SizeZoneNonUniformityNormalized,0.2931765572390572,0.2756734006734007,0.14583333333333334,0.2154882154882155,0.3783670033670033,0.2538404882154882,0.10269360269360261,0.6666666666666666,0.23863879314034753,0.040885993034860596,0.017083029264153688,0.028933167278075572,0.058732569675368815,0.9375622615482598
83,gldm,SmallDependenceEmphasis,gldm.SmallDependenceEmphasis,0.29297138047138044,0.27146464646464646,0.1353114478114478,0.21506734006734007,0.38404882154882153,0.25147306397306396,0.11258417508417506,0.6666666666666666,0.24186886350446865,0.041749528913141334,0.01401271374270078,0.028424459592733847,0.058732569675368815,0.9373067584036057
84,glszm,ZonePercentage,glszm.ZonePercentage,0.283638468013468,0.25841750841750843,0.11531986531986532,0.20454545454545456,0.3691077441077441,0.2368476430976431,0.11069023569023567,0.6666666666666666,0.24172385805936963,0.04168999875996496,0.009428862026631162,0.02747602371383867,0.058732569675368815,0.9373067584036059
85,glrlm,LongRunEmphasis,glrlm.LongRunEmphasis,0.28253367003366997,0.2504208754208754,0.10374579124579125,0.21611952861952863,0.3716329966329966,0.23547979797979796,0.12121212121212122,0.6666666666666666,0.2428249854675864,0.0423885932363052,0.008741834104378326,0.026588978134665472,0.058732569675368815,0.9381028733626058
86,glszm,SmallAreaEmphasis,glszm.SmallAreaEmphasis,0.28251262626262624,0.25,0.11153198653198652,0.2154882154882155,0.36994949494949486,0.23674242424242423,0.11994949494949486,0.6666666666666666,0.24257694261579626,0.04228045943737469,0.008694520307064527,0.0274760237138387,0.058732569675368815,0.9373067584036058
87,gldm,DependenceVariance,gldm.DependenceVariance,0.2807607323232323,0.2718855218855219,0.1334175084175084,0.18329124579124578,0.34848484848484845,0.23426978114478114,0.07659932659932656,0.6666666666666666,0.22855933818958554,0.03787275363092803,0.011891686850764645,0.023427710799625072,0.05769090300870215,0.9391445400292726
88,glszm,ZoneVariance,glszm.ZoneVariance,0.277477904040404,0.25925925925925924,0.1212121212121212,0.19886363636363635,0.34595959595959597,0.2313236531986532,0.08670033670033672,0.6666666666666666,0.23003202282640417,0.03740268219204937,0.009256781508058011,0.026863155596084865,0.058732569675368815,0.93756226154826
89,glrlm,RunLengthNonUniformityNormalized,glrlm.RunLengthNonUniformityNormalized,0.2729955808080808,0.24242424242424243,0.11595117845117846,0.18097643097643099,0.34974747474747475,0.22227483164983164,0.10732323232323232,0.6666666666666666,0.2388175215312734,0.040968458282876055,0.004378929302781838,0.02809205646987803,0.058732569675368815,0.9375622615482598
90,glrlm,RunPercentage,glrlm.RunPercentage,0.26739267676767675,0.23274410774410773,0.10311447811447812,0.17592592592592593,0.3421717171717171,0.21348905723905723,0.1094276094276094,0.6666666666666666,0.24172385805936597,0.041689998322795685,0.002357215506657791,0.02747602371383867,0.058732569675368815,0.9373067584036059
91,glrlm,ShortRunEmphasis,glrlm.ShortRunEmphasis,0.26675610269360267,0.2285353535353535,0.09785353535353536,0.1822390572390572,0.343013468013468,0.2129103535353535,0.11447811447811448,0.6666666666666666,0.24282498546757955,0.042388592645415814,0.0021854585260945815,0.026813402854977443,0.058732569675368815,0.9373067584036058
92,glrlm,RunVariance,glrlm.RunVariance,0.2663247053872054,0.23442760942760943,0.10984848484848485,0.171506734006734,0.3362794612794613,0.2130155723905724,0.10185185185185186,0.6666666666666666,0.23881752153127556,0.04096845791512578,0.002189464651390919,0.028092056469877946,0.058732569675368815,0.93756226154826
93,glszm,GrayLevelNonUniformity,glszm.GrayLevelNonUniformity,0.2076178451178451,0.11447811447811447,0.15656565656565657,0.08922558922558922,0.23063973063973062,0.1477272727272727,0.11616161616161615,0.6666666666666666,0.11361609596806567,0.008651912958050147,0.007839316704688692,0.012845588088828946,0.02629921368337896,0.9648007033369465
94,glcm,Dissimilarity,glcm.Dissimilarity,0.020517676767676768,0.03156565656565657,0.03156565656565657,0.03156565656565657,0.03156565656565657,0.03156565656565657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
95,glcm,Homogeneity1,glcm.Homogeneity1,0.020517676767676768,0.03156565656565657,0.03156565656565657,0.03156565656565657,0.03156565656565657,0.03156565656565657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
96,glcm,Homogeneity2,glcm.Homogeneity2,0.020517676767676768,0.03156565656565657,0.03156565656565657,0.03156565656565657,0.03156565656565657,0.03156565656565657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
97,glcm,SumVariance,glcm.SumVariance,0.020517676767676768,0.03156565656565657,0.03156565656565657,0.03156565656565657,0.03156565656565657,0.03156565656565657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98,gldm,DependencePercentage,gldm.DependencePercentage,0.020517676767676768,0.03156565656565657,0.03156565656565657,0.03156565656565657,0.03156565656565657,0.03156565656565657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
99,gldm,GrayLevelNonUniformityNormalized,gldm.GrayLevelNonUniformityNormalized,0.020517676767676768,0.03156565656565657,0.03156565656565657,0.03156565656565657,0.03156565656565657,0.03156565656565657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
